User_ID,Home_TN_Cell,User_Profile,Base_Demand_Mbps,Demand_Hour_0,Lat_Hour_0,Lon_Hour_0,Demand_Hour_1,Lat_Hour_1,Lon_Hour_1,Demand_Hour_2,Lat_Hour_2,Lon_Hour_2,Demand_Hour_3,Lat_Hour_3,Lon_Hour_3,Demand_Hour_4,Lat_Hour_4,Lon_Hour_4,Demand_Hour_5,Lat_Hour_5,Lon_Hour_5,Demand_Hour_6,Lat_Hour_6,Lon_Hour_6,Demand_Hour_7,Lat_Hour_7,Lon_Hour_7,Demand_Hour_8,Lat_Hour_8,Lon_Hour_8,Demand_Hour_9,Lat_Hour_9,Lon_Hour_9,Demand_Hour_10,Lat_Hour_10,Lon_Hour_10,Demand_Hour_11,Lat_Hour_11,Lon_Hour_11,Demand_Hour_12,Lat_Hour_12,Lon_Hour_12,Demand_Hour_13,Lat_Hour_13,Lon_Hour_13,Demand_Hour_14,Lat_Hour_14,Lon_Hour_14,Demand_Hour_15,Lat_Hour_15,Lon_Hour_15,Demand_Hour_16,Lat_Hour_16,Lon_Hour_16,Demand_Hour_17,Lat_Hour_17,Lon_Hour_17,Demand_Hour_18,Lat_Hour_18,Lon_Hour_18,Demand_Hour_19,Lat_Hour_19,Lon_Hour_19,Demand_Hour_20,Lat_Hour_20,Lon_Hour_20,Demand_Hour_21,Lat_Hour_21,Lon_Hour_21,Demand_Hour_22,Lat_Hour_22,Lon_Hour_22,Demand_Hour_23,Lat_Hour_23,Lon_Hour_23
261,7,Medium (Social/Video),2.44,0.49,43.207,-81.342,0.49,43.207,-81.342,0.49,43.207,-81.342,0.5,43.207,-81.342,0.52,43.207,-81.342,0.57,43.207,-81.342,0.65,43.2072,-81.3468,0.79,43.2014,-81.3551,0.99,43.2014,-81.3551,1.23,43.2014,-81.3551,1.47,43.2065,-81.3453,1.65,43.238,-81.3771,1.72,43.238,-81.3771,1.69,43.238,-81.3771,1.6,43.238,-81.3771,1.56,43.238,-81.3771,1.67,43.238,-81.3771,1.98,43.238,-81.3771,2.42,43.248,-81.3785,2.82,43.248,-81.3785,2.96,43.2124,-81.3479,2.75,43.2124,-81.3479,2.26,43.2124,-81.3479,1.68,43.2124,-81.3479
262,7,Medium (Social/Video),3.1,0.62,43.2608,-81.1766,0.62,43.2511,-81.1736,0.63,43.2511,-81.1736,0.64,43.2511,-81.1736,0.66,43.2511,-81.1736,0.72,43.2511,-81.1736,0.83,43.2511,-81.1736,1.01,43.2511,-81.1736,1.26,43.2511,-81.1736,1.56,43.2511,-81.1736,1.86,43.2647,-81.1697,2.09,43.2647,-81.1697,2.19,43.2647,-81.1697,2.15,43.2647,-81.1697,2.04,43.4395,-81.5536,1.98,43.4395,-81.5536,2.12,43.2593,-81.1716,2.52,43.2699,-81.1814,3.08,43.2699,-81.1814,3.59,43.2699,-81.1814,3.77,43.2699,-81.1814,3.5,43.2634,-81.177,2.88,43.256,-81.1675,2.13,43.256,-81.1675
263,17,Medium (Social/Video),2.45,0.49,43.0551,-79.7455,0.49,43.0551,-79.7455,0.49,43.0551,-79.7455,0.5,43.0507,-79.7387,0.52,43.0507,-79.7387,0.57,43.0507,-79.7387,0.66,43.0507,-79.7387,0.8,43.0507,-79.7387,0.99,43.053,-79.7396,1.23,43.053,-79.7396,1.47,43.0556,-79.7418,1.65,43.0556,-79.7418,1.73,43.0556,-79.7418,1.7,43.0556,-79.7418,1.61,43.0556,-79.7418,1.56,43.0242,-79.7843,1.67,43.0242,-79.7843,1.99,43.0242,-79.7843,2.43,43.0629,-79.7473,2.83,43.0508,-79.7509,2.97,43.0508,-79.7509,2.76,43.0508,-79.7509,2.27,43.0565,-79.7459,1.68,43.0565,-79.7459
264,7,Medium (Social/Video),1.68,0.34,42.9599,-81.401,0.34,42.9599,-81.401,0.34,42.9638,-81.3956,0.34,42.9638,-81.3956,0.36,42.9638,-81.3956,0.39,42.9638,-81.3956,0.45,42.9506,-81.3651,0.54,42.9674,-81.4033,0.68,42.9674,-81.4033,0.84,42.9636,-81.3976,1.01,42.9578,-81.3969,1.13,42.9578,-81.3969,1.18,42.9578,-81.3969,1.16,42.9586,-81.4019,1.1,42.9326,-81.3633,1.07,42.9326,-81.3633,1.15,42.9326,-81.3633,1.36,42.9326,-81.3633,1.67,42.9561,-81.4018,1.94,42.9561,-81.4018,2.04,42.9561,-81.4018,1.89,42.953,-81.3626,1.56,42.953,-81.3626,1.15,42.953,-81.3626
265,1,Medium (Social/Video),4.92,0.98,43.6566,-79.4184,0.99,43.6566,-79.4184,0.99,43.6566,-79.4184,1.01,43.6566,-79.4184,1.05,43.6552,-79.4118,1.15,43.6552,-79.4118,1.32,43.6552,-79.4118,1.6,43.6552,-79.4118,2.0,43.6571,-79.4158,2.48,43.6468,-79.4114,2.96,43.6581,-79.4194,3.32,43.6573,-79.4188,3.47,43.6653,-79.4145,3.41,43.6653,-79.4145,3.23,43.6653,-79.4145,3.14,43.6653,-79.4145,3.36,43.6653,-79.4145,3.99,43.6653,-79.4145,4.89,43.6653,-79.4145,5.69,43.6653,-79.4145,5.97,43.6653,-79.4145,5.55,43.6582,-79.4193,4.57,43.6582,-79.4193,3.38,43.6582,-79.4193
266,1,Heavy (Gaming/4K),13.44,2.69,43.9049,-79.3821,2.7,43.9049,-79.3821,2.71,43.9049,-79.3821,2.76,43.9049,-79.3821,2.88,43.9049,-79.3821,3.13,43.9049,-79.3821,3.6,43.9049,-79.3821,4.36,43.9163,-79.3713,5.45,43.8992,-79.3881,6.76,43.8992,-79.3881,8.07,43.9118,-79.3859,9.06,43.9118,-79.3859,9.49,43.9118,-79.3859,9.31,43.904,-79.3826,8.82,43.904,-79.3826,8.58,43.904,-79.3826,9.19,43.9114,-79.3778,10.9,43.9114,-79.3778,13.35,43.9114,-79.3778,15.53,43.904,-79.3861,16.32,43.904,-79.3861,15.17,43.904,-79.3861,12.47,43.904,-79.3861,9.24,43.904,-79.3861
267,17,Medium (Social/Video),2.25,0.45,43.0562,-79.7665,0.45,43.0562,-79.7665,0.45,43.0562,-79.7665,0.46,43.0562,-79.7665,0.48,43.0562,-79.7665,0.52,43.0638,-79.7588,0.6,43.1185,-79.7462,0.73,43.1185,-79.7462,0.91,43.0542,-79.7666,1.13,43.0648,-79.7679,1.35,43.0648,-79.7679,1.52,43.0648,-79.7679,1.59,43.0648,-79.7679,1.56,43.058,-79.7688,1.48,43.058,-79.7688,1.44,43.058,-79.7688,1.54,43.058,-79.7688,1.83,43.0458,-79.7742,2.24,43.0458,-79.7742,2.6,43.0458,-79.7742,2.73,43.0458,-79.7742,2.54,43.0458,-79.7742,2.09,43.0551,-79.7684,1.55,43.0551,-79.7684
268,3,Medium (Social/Video),3.23,0.65,44.084,-76.7716,0.65,44.084,-76.7716,0.65,44.084,-76.7716,0.66,44.084,-76.7716,0.69,44.084,-76.7716,0.75,44.084,-76.7716,0.86,44.084,-76.7716,1.05,44.084,-76.7716,1.31,44.084,-76.7716,1.62,44.0803,-76.7611,1.94,44.0803,-76.7611,2.18,44.0803,-76.7611,2.28,44.0806,-76.7731,2.24,44.0806,-76.7731,2.12,44.072,-76.7602,2.06,44.072,-76.7602,2.21,44.072,-76.7602,2.62,44.072,-76.7602,3.21,44.072,-76.7602,3.73,44.0885,-76.7762,3.92,44.0885,-76.7762,3.64,44.0758,-76.7734,3.0,44.08,-76.7807,2.22,44.08,-76.7807
269,3,Medium (Social/Video),4.3,0.86,44.1589,-76.2911,0.86,44.1588,-76.2853,0.87,44.1588,-76.2853,0.88,44.1588,-76.2853,0.92,44.1588,-76.2853,1.0,44.1588,-76.2853,1.15,44.1588,-76.2853,1.4,44.1588,-76.2853,1.74,44.1588,-76.2853,2.16,44.1588,-76.2853,2.58,44.1588,-76.2853,2.9,44.1455,-76.2658,3.04,44.1455,-76.2658,2.98,44.1455,-76.2658,2.82,44.1528,-76.2978,2.75,44.1569,-76.2964,2.94,44.1569,-76.2964,3.49,44.164,-76.2945,4.27,44.1534,-76.29,4.97,44.1602,-76.2927,5.22,44.1602,-76.2927,4.85,44.1602,-76.2927,3.99,44.1546,-76.2965,2.95,44.1546,-76.2965
270,1,Medium (Social/Video),2.97,0.59,43.5869,-79.1756,0.6,43.5869,-79.1756,0.6,43.5869,-79.1756,0.61,43.5869,-79.1756,0.64,43.5869,-79.1756,0.69,43.5925,-79.1653,0.79,43.4148,-79.0707,0.96,43.4148,-79.0707,1.2,43.4087,-79.0681,1.49,43.4058,-79.0693,1.78,43.4058,-79.0693,2.0,43.4058,-79.0693,2.1,43.5859,-79.1718,2.06,43.586,-79.1743,1.95,43.586,-79.1743,1.9,43.586,-79.1743,2.03,43.4229,-79.0803,2.41,43.4121,-79.0734,2.95,43.4161,-79.077,3.43,43.4161,-79.077,3.6,43.4078,-79.0819,3.35,43.4078,-79.0819,2.75,43.5896,-79.1729,2.04,43.5896,-79.1729
271,5,Medium (Social/Video),4.0,0.8,46.5598,-80.8086,0.8,46.5598,-80.8086,0.81,46.5598,-80.8086,0.82,46.5598,-80.8086,0.86,46.5598,-80.8086,0.93,46.5598,-80.8086,1.07,46.5598,-80.8086,1.3,46.5598,-80.8086,1.62,46.5598,-80.8086,2.01,46.5598,-80.8086,2.4,46.5582,-80.8032,2.69,46.5582,-80.8032,2.82,46.554,-80.8107,2.77,46.554,-80.8107,2.62,46.554,-80.8107,2.55,46.555,-80.8114,2.73,46.555,-80.8114,3.24,46.5699,-80.8102,3.97,46.5699,-80.8102,4.62,46.5688,-80.8108,4.85,46.5806,-80.8038,4.51,46.5625,-80.8015,3.71,46.5721,-80.8083,2.75,46.5721,-80.8083
272,5,Heavy (Gaming/4K),20.28,4.06,46.3015,-80.888,4.07,46.3015,-80.888,4.09,46.3015,-80.888,4.17,46.3015,-80.888,4.35,46.3015,-80.888,4.72,46.3015,-80.888,5.43,46.3015,-80.888,6.58,46.3015,-80.888,8.22,46.3015,-80.888,10.21,46.2969,-80.8874,12.18,46.3033,-80.8814,13.68,46.3033,-80.8814,14.32,46.2974,-80.885,14.05,46.2974,-80.885,13.31,46.3092,-80.8804,12.95,46.3092,-80.8804,13.86,46.3092,-80.8804,16.45,46.2953,-80.883,20.15,46.3026,-80.8882,23.44,46.3004,-80.8839,24.62,46.3004,-80.8839,22.89,46.2958,-80.8946,18.82,46.2958,-80.8946,13.94,46.304,-80.8859
273,17,Medium (Social/Video),4.33,0.87,43.2344,-79.753,0.87,43.2344,-79.753,0.87,43.2344,-79.753,0.89,43.2344,-79.753,0.93,43.2344,-79.753,1.01,43.2344,-79.753,1.16,43.2344,-79.753,1.41,43.2344,-79.753,1.76,43.2344,-79.753,2.18,43.2344,-79.753,2.6,43.2344,-79.753,2.92,43.2344,-79.753,3.06,43.2344,-79.753,3.0,43.2344,-79.753,2.84,43.2344,-79.753,2.77,43.2306,-79.7518,2.96,43.2355,-79.7529,3.52,43.2358,-79.758,4.31,43.2358,-79.758,5.01,43.2358,-79.758,5.26,43.202,-79.7535,4.89,43.202,-79.7535,4.02,43.202,-79.7535,2.98,43.202,-79.7535
274,3,Medium (Social/Video),2.18,0.44,44.0582,-76.6945,0.44,44.0582,-76.6945,0.44,44.0582,-76.6945,0.45,44.0582,-76.6945,0.47,44.0582,-76.6945,0.51,44.0607,-76.6869,0.58,44.0525,-76.6988,0.71,44.0604,-76.6913,0.88,44.0604,-76.6913,1.1,44.0604,-76.6913,1.31,44.0604,-76.6913,1.47,44.0546,-76.6875,1.54,44.0546,-76.6875,1.51,44.0546,-76.6875,1.43,44.0546,-76.6875,1.39,44.0618,-76.6944,1.49,44.0618,-76.6944,1.77,44.0618,-76.6944,2.17,44.0618,-76.6944,2.52,44.0539,-76.6894,2.65,44.0523,-76.7056,2.46,44.0523,-76.7056,2.02,44.0586,-76.6935,1.5,44.0586,-76.6935
275,5,Medium (Social/Video),4.03,0.81,46.5326,-80.9773,0.81,46.5211,-80.9781,0.81,46.5211,-80.9781,0.83,46.5211,-80.9781,0.86,46.5436,-80.9876,0.94,46.5436,-80.9876,1.08,46.5436,-80.9876,1.31,46.5436,-80.9876,1.63,46.5328,-80.9729,2.03,46.536,-80.9857,2.42,46.5306,-80.9804,2.72,46.5306,-80.9804,2.84,46.5374,-80.9762,2.79,46.5374,-80.9762,2.64,46.5303,-80.9748,2.57,46.5249,-80.9818,2.75,46.5278,-80.9695,3.27,46.5278,-80.9695,4.0,46.5278,-80.9695,4.65,46.5278,-80.9695,4.89,46.5324,-80.9793,4.54,46.5324,-80.9793,3.74,46.5298,-80.9879,2.77,46.5298,-80.9879
276,7,Light (Text/Web),0.12,0.02,42.9174,-81.2943,0.02,42.9174,-81.2943,0.02,42.9174,-81.2943,0.02,42.9174,-81.2943,0.03,42.9174,-81.2943,0.03,42.9174,-81.2943,0.03,42.9174,-81.2943,0.04,42.9174,-81.2943,0.05,42.9174,-81.2943,0.06,42.9174,-81.2943,0.07,42.9171,-81.2931,0.08,42.9171,-81.2931,0.08,42.9129,-81.2919,0.08,42.919,-81.2915,0.08,42.9201,-81.2916,0.07,42.9181,-81.2867,0.08,42.9181,-81.2867,0.1,42.9181,-81.2867,0.12,42.9181,-81.2867,0.14,42.9181,-81.2867,0.14,42.9181,-81.2867,0.13,42.9218,-81.2964,0.11,42.9218,-81.2964,0.08,42.9218,-81.2964
277,17,Light (Text/Web),0.32,0.06,43.3359,-79.8177,0.06,43.3359,-79.8177,0.06,43.3436,-79.8138,0.07,43.3436,-79.8138,0.07,43.3436,-79.8138,0.07,43.3436,-79.8138,0.09,43.3436,-79.8138,0.1,43.3352,-79.8229,0.13,43.3294,-79.8109,0.16,43.3294,-79.8109,0.19,43.3294,-79.8109,0.22,43.3421,-79.8152,0.23,43.3331,-79.8146,0.22,43.3416,-79.8093,0.21,43.3416,-79.8093,0.2,43.3398,-79.8216,0.22,43.3398,-79.8216,0.26,43.3337,-79.8191,0.32,43.3355,-79.8159,0.37,43.3336,-79.8201,0.39,43.3336,-79.8201,0.36,43.3517,-79.8117,0.3,43.3245,-79.8216,0.22,43.3245,-79.8216
278,17,Medium (Social/Video),2.65,0.53,43.4298,-79.9885,0.53,43.4298,-79.9885,0.53,43.4298,-79.9885,0.54,43.4298,-79.9885,0.57,43.4328,-79.9932,0.62,43.4328,-79.9932,0.71,43.4328,-79.9932,0.86,43.4328,-79.9932,1.07,43.4335,-79.9817,1.33,43.4335,-79.9817,1.59,43.4335,-79.9817,1.79,43.4222,-79.987,1.87,43.4307,-79.9803,1.83,43.4307,-79.9803,1.74,43.4307,-79.9803,1.69,43.4307,-79.9803,1.81,43.3891,-79.9796,2.15,43.3891,-79.9796,2.63,43.4381,-79.9881,3.06,43.4381,-79.9881,3.21,43.4381,-79.9881,2.99,43.4381,-79.9881,2.46,43.4381,-79.9881,1.82,43.4381,-79.9881
279,3,Medium (Social/Video),2.22,0.44,44.2792,-76.3514,0.45,44.2792,-76.3514,0.45,44.2792,-76.3514,0.46,44.2792,-76.3514,0.48,44.2792,-76.3514,0.52,44.2588,-76.377,0.59,44.2842,-76.3476,0.72,44.2597,-76.3648,0.9,44.2867,-76.3431,1.12,44.2703,-76.369,1.33,44.2703,-76.369,1.5,44.2703,-76.369,1.57,44.2703,-76.369,1.54,44.2849,-76.3574,1.46,44.2635,-76.3747,1.42,44.2635,-76.3747,1.52,44.2635,-76.3747,1.8,44.2797,-76.3527,2.21,44.2797,-76.3527,2.57,44.2797,-76.3527,2.7,44.2689,-76.345,2.51,44.2689,-76.345,2.06,44.2689,-76.345,1.53,44.2689,-76.345
280,3,Medium (Social/Video),4.0,0.8,44.3424,-76.3237,0.8,44.3424,-76.3237,0.81,44.3424,-76.3237,0.82,44.3424,-76.3237,0.86,44.3424,-76.3237,0.93,44.3424,-76.3237,1.07,44.3424,-76.3237,1.3,44.3383,-76.3253,1.62,44.3383,-76.3253,2.01,44.2722,-76.2819,2.4,44.2722,-76.2819,2.7,44.316,-76.2977,2.82,44.2714,-76.265,2.77,44.2714,-76.265,2.63,44.2714,-76.265,2.56,44.2714,-76.265,2.74,44.2714,-76.265,3.25,44.2714,-76.265,3.98,44.2624,-76.2761,4.63,44.2624,-76.2761,4.86,44.3468,-76.3298,4.52,44.2667,-76.266,3.71,44.2667,-76.266,2.75,44.2667,-76.266
281,1,Medium (Social/Video),3.29,0.66,43.7873,-79.219,0.66,43.7873,-79.219,0.66,43.7873,-79.219,0.68,43.7873,-79.219,0.7,43.7873,-79.219,0.77,43.7873,-79.219,0.88,43.7316,-79.1709,1.07,43.7316,-79.1709,1.33,43.7316,-79.1709,1.65,43.794,-79.2186,1.97,43.794,-79.2186,2.22,43.7337,-79.1619,2.32,43.7337,-79.1619,2.28,43.7337,-79.1619,2.16,43.7849,-79.2216,2.1,43.7849,-79.2216,2.25,43.7849,-79.2216,2.67,43.725,-79.1614,3.27,43.725,-79.1614,3.8,43.725,-79.1614,3.99,43.7868,-79.2206,3.71,43.7954,-79.2189,3.05,43.7888,-79.2176,2.26,43.7888,-79.2176
282,17,Medium (Social/Video),3.4,0.68,43.13,-79.8795,0.68,43.13,-79.8795,0.69,43.1233,-79.8806,0.7,43.1233,-79.8806,0.73,43.1233,-79.8806,0.79,43.1233,-79.8806,0.91,43.1233,-79.8806,1.1,43.1233,-79.8806,1.38,43.1313,-79.8715,1.71,43.1273,-79.8879,2.04,43.1254,-79.8703,2.29,43.1254,-79.8703,2.4,43.1254,-79.8703,2.35,43.1413,-79.8785,2.23,43.1413,-79.8785,2.17,43.1413,-79.8785,2.32,43.1413,-79.8785,2.76,43.1413,-79.8785,3.38,43.1413,-79.8785,3.93,43.1413,-79.8785,4.12,43.1413,-79.8785,3.83,43.1413,-79.8785,3.15,43.1413,-79.8785,2.33,43.1413,-79.8785
283,7,Medium (Social/Video),3.97,0.8,43.0032,-81.073,0.8,43.0032,-81.073,0.8,42.9867,-81.0772,0.82,42.9867,-81.0772,0.85,43.0114,-81.0692,0.93,43.0114,-81.0692,1.06,43.0091,-81.0708,1.29,43.0091,-81.0708,1.61,42.9869,-81.0803,2.0,42.9869,-81.0803,2.39,43.0092,-81.0709,2.68,43.0092,-81.0709,2.8,43.0092,-81.0709,2.75,43.0092,-81.0709,2.61,43.0092,-81.0709,2.54,43.002,-81.0739,2.72,43.002,-81.0739,3.22,43.002,-81.0739,3.95,42.9886,-81.0777,4.59,42.9886,-81.0777,4.82,43.0048,-81.0784,4.48,43.0048,-81.0784,3.69,42.9807,-81.0791,2.73,42.9807,-81.0791
284,7,Light (Text/Web),0.82,0.16,43.2443,-81.2924,0.17,43.2443,-81.2924,0.17,43.2443,-81.2924,0.17,43.2443,-81.2924,0.18,43.2443,-81.2924,0.19,43.2443,-81.2924,0.22,43.2407,-81.2939,0.27,43.2407,-81.2939,0.33,43.2407,-81.2939,0.41,43.2407,-81.2939,0.5,43.2407,-81.2939,0.56,43.2407,-81.2939,0.58,43.2407,-81.2939,0.57,43.2364,-81.2891,0.54,43.2364,-81.2891,0.53,43.2364,-81.2891,0.56,43.2364,-81.2891,0.67,43.2364,-81.2891,0.82,43.2364,-81.2891,0.95,43.2493,-81.2911,1.0,43.2493,-81.2911,0.93,43.2516,-81.296,0.76,43.2516,-81.296,0.57,43.2516,-81.296
285,3,Medium (Social/Video),4.0,0.8,43.9809,-76.2171,0.8,43.9777,-76.2227,0.81,43.9777,-76.2227,0.82,44.0063,-76.2381,0.86,44.0063,-76.2381,0.93,44.0063,-76.2381,1.07,44.0063,-76.2381,1.3,44.0063,-76.2381,1.62,44.0063,-76.2381,2.01,43.9864,-76.2088,2.4,43.985,-76.2162,2.7,43.985,-76.2162,2.82,43.9807,-76.22,2.77,43.9807,-76.22,2.62,43.9807,-76.22,2.55,43.9807,-76.22,2.73,43.9866,-76.2212,3.24,43.9866,-76.2212,3.97,43.9866,-76.2212,4.62,43.9848,-76.2174,4.85,43.9848,-76.2174,4.51,43.9848,-76.2174,3.71,43.9996,-76.2323,2.75,44.0062,-76.2337
286,17,Medium (Social/Video),4.01,0.8,43.1835,-79.9419,0.8,43.1614,-79.924,0.81,43.1614,-79.924,0.82,43.1614,-79.924,0.86,43.1614,-79.924,0.93,43.1614,-79.924,1.07,43.1614,-79.924,1.3,43.1614,-79.924,1.63,43.1614,-79.924,2.02,43.1614,-79.924,2.41,43.2042,-79.9216,2.7,43.2042,-79.9216,2.83,43.2135,-79.9294,2.78,43.2135,-79.9294,2.63,43.2135,-79.9294,2.56,43.1888,-79.9474,2.74,43.1888,-79.9474,3.25,43.1888,-79.9474,3.98,43.2111,-79.9297,4.63,43.2111,-79.9297,4.87,43.1701,-79.9433,4.52,43.1701,-79.9433,3.72,43.2106,-79.9259,2.75,43.2106,-79.9259
287,5,Medium (Social/Video),3.55,0.71,46.6954,-81.2741,0.71,46.6954,-81.2741,0.72,46.6954,-81.2741,0.73,46.6954,-81.2741,0.76,46.6954,-81.2741,0.83,46.6954,-81.2741,0.95,46.6954,-81.2741,1.15,46.6915,-81.2735,1.44,46.6915,-81.2735,1.78,46.6915,-81.2735,2.13,46.6982,-81.27,2.39,46.6912,-81.2755,2.5,46.5084,-81.2841,2.46,46.5084,-81.2841,2.33,46.5084,-81.2841,2.26,46.5084,-81.2841,2.42,46.5084,-81.2841,2.88,46.6942,-81.2551,3.52,46.6942,-81.2551,4.1,46.6942,-81.2551,4.31,46.6942,-81.2551,4.0,46.6973,-81.2722,3.29,46.6906,-81.2612,2.44,46.6906,-81.2612
288,8,Medium (Social/Video),2.64,0.53,45.5934,-75.7531,0.53,45.5934,-75.7531,0.53,45.5934,-75.7531,0.54,45.5934,-75.7531,0.56,45.5934,-75.7531,0.61,45.5934,-75.7531,0.71,45.5757,-75.7108,0.86,45.5757,-75.7108,1.07,45.5757,-75.7108,1.33,45.5757,-75.7108,1.58,45.5757,-75.7108,1.78,45.5757,-75.7108,1.86,45.5757,-75.7108,1.83,45.5936,-75.7537,1.73,45.6323,-75.7603,1.68,45.6323,-75.7603,1.8,45.6427,-75.7541,2.14,45.6427,-75.7541,2.62,45.5951,-75.7465,3.05,45.5661,-75.7072,3.2,45.6277,-75.7628,2.97,45.5987,-75.7454,2.45,45.5987,-75.7454,1.81,45.5987,-75.7454
289,3,Medium (Social/Video),4.94,0.99,44.2081,-76.2964,0.99,44.2081,-76.2964,1.0,44.2081,-76.2964,1.02,44.2081,-76.2964,1.06,44.2081,-76.2964,1.15,44.2081,-76.2964,1.32,44.2081,-76.2964,1.6,44.2081,-76.2964,2.0,44.2081,-76.2964,2.49,44.2085,-76.2896,2.97,44.2085,-76.2896,3.33,44.2085,-76.2896,3.49,44.2085,-76.2896,3.42,44.2085,-76.2896,3.24,44.2085,-76.2896,3.16,44.2085,-76.2896,3.38,44.2085,-76.2896,4.01,44.2085,-76.2896,4.91,44.2085,-76.2896,5.71,44.2085,-76.2896,6.0,44.2085,-76.2896,5.58,44.2085,-76.2896,4.59,44.2099,-76.2943,3.4,44.2099,-76.2943
290,7,Heavy (Gaming/4K),19.45,3.89,43.0909,-81.1275,3.9,43.0909,-81.1275,3.93,43.0909,-81.1275,4.0,43.0909,-81.1275,4.17,43.0805,-81.1247,4.53,43.0805,-81.1247,5.21,43.0805,-81.1247,6.32,43.0952,-81.127,7.89,43.0962,-81.1283,9.79,43.0962,-81.1283,11.68,43.0887,-81.1329,13.12,43.0887,-81.1329,13.73,43.0887,-81.1329,13.48,43.0925,-81.1281,12.77,43.0963,-81.1269,12.42,43.0939,-81.1153,13.3,43.0939,-81.1153,15.78,43.0891,-81.1313,19.33,43.0891,-81.1313,22.48,43.0958,-81.1209,23.62,43.0887,-81.1307,21.95,43.0887,-81.1307,18.05,43.0889,-81.1251,13.37,43.0889,-81.1251
291,5,Light (Text/Web),1.0,0.2,46.3047,-80.8353,0.2,46.3047,-80.8353,0.2,46.3047,-80.8353,0.21,46.3047,-80.8353,0.21,46.3047,-80.8353,0.23,46.3047,-80.8353,0.27,46.2977,-80.8241,0.32,46.2977,-80.8241,0.41,46.3046,-80.8265,0.5,46.2999,-80.8304,0.6,46.2999,-80.8304,0.67,46.2999,-80.8304,0.71,46.3108,-80.823,0.69,46.3121,-80.8371,0.66,46.3121,-80.8371,0.64,46.3025,-80.8363,0.68,46.3025,-80.8363,0.81,46.2992,-80.8322,0.99,46.2976,-80.8203,1.15,46.2976,-80.8203,1.21,46.2976,-80.8203,1.13,46.2976,-80.8203,0.93,46.3072,-80.8329,0.69,46.3072,-80.8329
292,17,Medium (Social/Video),1.56,0.31,43.6154,-80.0406,0.31,43.6154,-80.0406,0.31,43.6154,-80.0406,0.32,43.6154,-80.0406,0.33,43.6213,-80.03,0.36,43.6213,-80.03,0.42,43.6213,-80.03,0.5,43.6166,-80.0463,0.63,43.6166,-80.0463,0.78,43.6166,-80.0463,0.93,43.6069,-80.0371,1.05,43.6069,-80.0371,1.1,43.6069,-80.0371,1.08,43.6069,-80.0371,1.02,43.6069,-80.0371,0.99,43.6114,-80.0498,1.06,43.6114,-80.0498,1.26,43.6081,-80.0503,1.55,43.6081,-80.0503,1.8,43.6185,-80.0455,1.89,43.6185,-80.0455,1.76,43.6185,-80.0455,1.44,43.6185,-80.0455,1.07,43.6185,-80.0455
293,5,Medium (Social/Video),2.87,0.57,46.5259,-80.9374,0.58,46.5259,-80.9374,0.58,46.5259,-80.9374,0.59,46.5259,-80.9374,0.61,46.5259,-80.9374,0.67,46.5259,-80.9374,0.77,46.5204,-80.9373,0.93,46.5305,-80.9425,1.16,46.5305,-80.9425,1.44,46.5311,-80.9329,1.72,46.5311,-80.9329,1.93,46.5311,-80.9329,2.02,46.5311,-80.9329,1.99,46.5275,-80.9393,1.88,46.5225,-80.9364,1.83,46.5189,-80.9359,1.96,46.5349,-80.9459,2.33,46.5349,-80.9459,2.85,46.5207,-80.9365,3.31,46.5207,-80.9365,3.48,46.5231,-80.9431,3.24,46.5231,-80.9431,2.66,46.5304,-80.9394,1.97,46.5304,-80.9394
294,7,Heavy (Gaming/4K),24.72,4.95,43.2453,-81.3238,4.96,43.2453,-81.3238,4.99,43.2453,-81.3238,5.08,43.2453,-81.3238,5.3,43.246,-81.3259,5.76,43.246,-81.3259,6.62,43.246,-81.3259,8.02,43.246,-81.3259,10.02,43.2401,-81.3297,12.44,43.2514,-81.3143,14.85,43.2434,-81.3209,16.67,43.2555,-81.3311,17.45,43.2562,-81.3208,17.12,43.2562,-81.3208,16.23,43.2576,-81.3253,15.78,43.2576,-81.3253,16.9,43.237,-81.3288,20.06,43.237,-81.3288,24.56,43.2533,-81.329,28.57,43.2381,-81.3253,30.01,43.2504,-81.3249,27.9,43.2504,-81.3249,22.94,43.2504,-81.3249,16.99,43.2504,-81.3249
295,7,Light (Text/Web),0.6,0.12,42.9619,-81.0813,0.12,42.9631,-81.0805,0.12,42.9631,-81.0805,0.12,42.9625,-81.0823,0.13,42.9565,-81.0932,0.14,42.9565,-81.0932,0.16,42.9565,-81.0932,0.19,42.9565,-81.0932,0.24,42.9568,-81.0881,0.3,42.9568,-81.0881,0.36,42.9568,-81.0881,0.4,42.9568,-81.0881,0.42,42.9568,-81.0881,0.42,42.9568,-81.0881,0.39,42.9568,-81.0881,0.38,42.9568,-81.0881,0.41,42.9568,-81.0881,0.49,42.9603,-81.0809,0.6,42.9603,-81.0809,0.69,42.9603,-81.0809,0.73,42.9603,-81.0809,0.68,42.9603,-81.0809,0.56,42.9597,-81.0797,0.41,42.9597,-81.0797
