Time_s,Hour,Hour_of_Day,User_ID,Lat,Lon,Demand_Mbps,TN_Eval_BS,TN_Eval_MHz,TN_Reason,NTN_Eval_Beam,NTN_Eval_MHz,NTN_Reason,Final_State
18000,5.0,5.0,808,49.7079,-84.4516,3.09,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,38.32,Fully Served,LEO
18000,5.0,5.0,809,51.0481,-91.5632,0.75,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.93,Fully Served,LEO
18000,5.0,5.0,810,54.9758,-88.5889,0.94,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.75,Fully Served,LEO
18000,5.0,5.0,811,49.5963,-80.9352,0.15,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,40.0,Fully Served,LEO
18000,5.0,5.0,812,52.1979,-93.2131,5.28,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-002,38.34,Fully Served,LEO
18000,5.0,5.0,813,53.1547,-90.5651,2.51,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.54,Fully Served,LEO
18000,5.0,5.0,814,46.8802,-83.346,0.1,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,39.98,Fully Served,LEO
18000,5.0,5.0,815,55.7626,-89.892,4.52,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.57,Fully Served,LEO
18000,5.0,5.0,816,51.1723,-84.9492,4.29,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,34.94,Fully Served,LEO
18000,5.0,5.0,817,54.3699,-83.8091,0.88,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.65,Fully Served,LEO
18000,5.0,5.0,818,47.49,-82.3918,2.45,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.61,Fully Served,LEO
18000,5.0,5.0,819,56.054,-88.1605,0.79,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.78,Fully Served,LEO
18000,5.0,5.0,820,54.4026,-87.8224,2.93,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.81,Fully Served,LEO
18000,5.0,5.0,822,50.0622,-82.6304,3.07,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.27,Fully Served,LEO
18000,5.0,5.0,823,54.0498,-86.3497,4.07,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,36.57,Fully Served,LEO
18000,5.0,5.0,824,47.7435,-83.6483,2.63,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,38.86,Fully Served,LEO
18000,5.0,5.0,826,52.5863,-87.9017,0.61,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.91,Fully Served,LEO
18000,5.0,5.0,827,46.1913,-83.1428,0.76,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,39.72,Fully Served,LEO
18000,5.0,5.0,828,52.9145,-93.5639,5.8,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-002,36.22,Fully Served,LEO
18000,5.0,5.0,829,53.6645,-84.0611,0.4,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.9,Fully Served,LEO
18000,5.0,5.0,830,44.459,-78.3369,0.51,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,39.78,Fully Served,LEO
18000,5.0,5.0,831,49.3606,-93.8601,2.98,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-005-001,39.96,Fully Served,LEO
18000,5.0,5.0,832,50.0187,-87.1549,1.1,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,39.96,Fully Served,LEO
18000,5.0,5.0,833,49.1852,-82.9089,0.86,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.8,Fully Served,LEO
18000,5.0,5.0,834,42.7542,-80.9663,5.56,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-011-000,21.04,Fully Served,LEO
18000,5.0,5.0,835,54.0905,-90.8592,0.52,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.8,Fully Served,LEO
18000,5.0,5.0,836,50.0305,-82.8472,0.15,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,40.0,Fully Served,LEO
18000,5.0,5.0,837,51.4634,-80.9761,2.41,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-070-002,39.44,Fully Served,LEO
18000,5.0,5.0,838,52.9722,-82.8557,0.71,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,40.0,Fully Served,LEO
18000,5.0,5.0,839,51.7244,-91.7663,4.93,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,38.24,Fully Served,LEO
18000,5.0,5.0,841,52.7481,-94.406,0.75,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-000-002,39.84,Fully Served,LEO
18000,5.0,5.0,842,52.0861,-84.0419,0.18,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,40.0,Fully Served,LEO
18000,5.0,5.0,844,46.4948,-83.9992,0.93,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,39.63,Fully Served,LEO
18000,5.0,5.0,845,56.3887,-88.5078,0.17,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,40.0,Fully Served,LEO
18000,5.0,5.0,846,51.7217,-88.3943,0.72,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.66,Fully Served,LEO
18000,5.0,5.0,847,54.1582,-92.6284,0.82,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,40.0,Fully Served,LEO
18000,5.0,5.0,848,52.1967,-91.0843,0.17,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,40.0,Fully Served,LEO
18000,5.0,5.0,849,47.3584,-79.7694,3.98,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,39.55,Fully Served,LEO
18000,5.0,5.0,850,51.2588,-86.2688,4.66,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,36.76,Fully Served,LEO
18000,5.0,5.0,851,49.6936,-91.6193,4.07,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-005-001,38.92,Fully Served,LEO
18000,5.0,5.0,852,45.3856,-74.5918,4.35,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-003,39.56,Fully Served,LEO
18000,5.0,5.0,853,54.3118,-89.5095,0.55,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.89,Fully Served,LEO
18000,5.0,5.0,854,52.5675,-87.8197,0.48,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.83,Fully Served,LEO
18000,5.0,5.0,855,52.6715,-86.4454,0.43,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,40.0,Fully Served,LEO
18000,5.0,5.0,856,50.8713,-89.1157,0.46,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.95,Fully Served,LEO
18000,5.0,5.0,857,53.7972,-84.218,0.15,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,40.0,Fully Served,LEO
18000,5.0,5.0,858,49.3638,-82.5362,0.19,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.87,Fully Served,LEO
18000,5.0,5.0,859,53.2243,-87.0585,3.73,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.93,Fully Served,LEO
18000,5.0,5.0,860,47.8855,-84.4225,2.79,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.35,Fully Served,LEO
18000,5.0,5.0,861,49.3067,-82.17,0.18,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.94,Fully Served,LEO
18000,5.0,5.0,862,54.0926,-82.6359,3.89,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-003-002,40.0,Fully Served,LEO
18000,5.0,5.0,863,49.2507,-82.4916,3.78,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.45,Fully Served,LEO
18000,5.0,5.0,864,50.0395,-89.5427,3.31,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,39.91,Fully Served,LEO
18000,5.0,5.0,865,51.6869,-86.0031,4.6,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,39.49,Fully Served,LEO
18000,5.0,5.0,866,45.1396,-78.3944,0.82,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,39.28,Fully Served,LEO
18000,5.0,5.0,867,45.7599,-78.1899,0.75,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,39.59,Fully Served,LEO
18000,5.0,5.0,868,47.7306,-81.3598,0.23,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,40.0,Fully Served,LEO
18000,5.0,5.0,869,49.7332,-86.8986,0.87,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,39.62,Fully Served,LEO
18000,5.0,5.0,870,48.9921,-86.7024,0.72,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,39.91,Fully Served,LEO
18000,5.0,5.0,871,49.4626,-88.4712,1.16,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,40.0,Fully Served,LEO
18000,5.0,5.0,872,50.9269,-86.3675,0.23,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,39.91,Fully Served,LEO
18000,5.0,5.0,873,43.9319,-77.0934,0.12,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,40.0,Fully Served,LEO
18000,5.0,5.0,874,50.0972,-80.1186,5.49,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-070-002,37.82,Fully Served,LEO
18000,5.0,5.0,875,49.9722,-86.5883,0.11,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,40.0,Fully Served,LEO
18000,5.0,5.0,876,43.0315,-79.9435,0.9,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,38.15,Fully Served,LEO
18000,5.0,5.0,877,52.7796,-84.7224,0.44,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,40.0,Fully Served,LEO
18000,5.0,5.0,878,46.6493,-81.4571,0.13,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,40.0,Fully Served,LEO
18000,5.0,5.0,879,52.9003,-86.1533,3.67,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.18,Fully Served,LEO
18000,5.0,5.0,880,49.1281,-83.9561,0.81,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.65,Fully Served,LEO
18000,5.0,5.0,881,42.6759,-80.7623,1.17,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-011-000,28.84,Fully Served,LEO
18000,5.0,5.0,882,49.7143,-84.4489,0.37,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.94,Fully Served,LEO
18000,5.0,5.0,883,52.3933,-92.6811,1.15,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.45,Fully Served,LEO
18000,5.0,5.0,884,53.5955,-92.8224,0.99,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-000-002,39.91,Fully Served,LEO
18000,5.0,5.0,885,43.818,-79.8691,4.26,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,31.7,Fully Served,LEO
18000,5.0,5.0,886,54.2076,-91.5959,0.2,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,40.0,Fully Served,LEO
18000,5.0,5.0,887,51.6715,-86.1501,3.95,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,38.3,Fully Served,LEO
18000,5.0,5.0,888,52.8929,-89.0386,0.7,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.82,Fully Served,LEO
18000,5.0,5.0,890,52.9576,-93.5327,0.71,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-000-002,39.67,Fully Served,LEO
18000,5.0,5.0,891,50.9568,-88.5275,5.8,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,38.76,Fully Served,LEO
18000,5.0,5.0,892,51.028,-92.5454,0.87,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.79,Fully Served,LEO
18000,5.0,5.0,894,52.5722,-87.3316,1.13,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.64,Fully Served,LEO
18000,5.0,5.0,895,56.1463,-89.3417,4.41,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,37.01,Fully Served,LEO
18000,5.0,5.0,896,48.9874,-81.5308,0.14,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,40.0,Fully Served,LEO
18000,5.0,5.0,897,54.9203,-84.4028,0.4,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.83,Fully Served,LEO
18000,5.0,5.0,898,48.1812,-83.1146,0.49,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.8,Fully Served,LEO
18000,5.0,5.0,899,53.9584,-89.5518,2.55,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.8,Fully Served,LEO
18000,5.0,5.0,900,49.532,-83.2482,0.2,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.96,Fully Served,LEO
18000,5.0,5.0,901,49.7545,-86.9197,0.11,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,39.96,Fully Served,LEO
18000,5.0,5.0,902,54.9929,-89.036,0.48,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,40.0,Fully Served,LEO
18000,5.0,5.0,903,53.819,-85.5421,0.18,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,40.0,Fully Served,LEO
18000,5.0,5.0,904,49.9633,-80.0092,0.98,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-070-002,39.82,Fully Served,LEO
18000,5.0,5.0,905,44.4042,-81.343,5.27,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,37.73,Fully Served,LEO
18000,5.0,5.0,906,45.5233,-78.3066,4.0,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,38.31,Fully Served,LEO
18000,5.0,5.0,907,52.4395,-92.4223,5.5,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,37.74,Fully Served,LEO
18000,5.0,5.0,908,53.0847,-90.9376,4.66,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,38.55,Fully Served,LEO
18000,5.0,5.0,909,51.9664,-88.3181,0.92,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.36,Fully Served,LEO
18000,5.0,5.0,910,50.3907,-92.4929,0.81,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.91,Fully Served,LEO
18000,5.0,5.0,911,52.3834,-93.5428,0.1,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-002,40.0,Fully Served,LEO
18000,5.0,5.0,912,49.5727,-89.9964,0.11,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,39.96,Fully Served,LEO
18000,5.0,5.0,913,49.3418,-87.5198,5.45,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,38.89,Fully Served,LEO
18000,5.0,5.0,914,55.6837,-90.5613,0.9,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,40.0,Fully Served,LEO
18000,5.0,5.0,915,50.3201,-90.9356,0.17,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,40.0,Fully Served,LEO
18000,5.0,5.0,918,52.3343,-87.4954,5.3,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,37.72,Fully Served,LEO
18000,5.0,5.0,919,53.3066,-88.0444,0.18,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,40.0,Fully Served,LEO
18000,5.0,5.0,920,46.0913,-81.4258,0.14,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,40.0,Fully Served,LEO
18000,5.0,5.0,921,53.3075,-88.7922,0.6,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.76,Fully Served,LEO
18000,5.0,5.0,922,47.9676,-82.0568,4.78,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,35.87,Fully Served,LEO
18000,5.0,5.0,923,50.0631,-94.1791,5.29,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-005-001,39.91,Fully Served,LEO
18000,5.0,5.0,924,51.6925,-93.9226,2.88,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-002,39.96,Fully Served,LEO
18000,5.0,5.0,925,48.9533,-89.1753,1.06,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,39.68,Fully Served,LEO
18000,5.0,5.0,927,49.79,-85.3939,5.07,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,37.05,Fully Served,LEO
18000,5.0,5.0,928,42.6397,-82.0907,0.13,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-011-000,40.0,Fully Served,LEO
18000,5.0,5.0,929,55.9766,-88.4957,1.05,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.55,Fully Served,LEO
18000,5.0,5.0,930,52.7967,-91.7186,3.15,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.79,Fully Served,LEO
18000,5.0,5.0,931,50.6293,-94.0031,0.21,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-005-001,40.0,Fully Served,LEO
18000,5.0,5.0,932,52.9117,-94.9532,0.85,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-000-002,40.0,Fully Served,LEO
18000,5.0,5.0,933,45.0985,-81.4028,0.77,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,39.91,Fully Served,LEO
18000,5.0,5.0,934,54.4839,-86.076,1.1,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.94,Fully Served,LEO
18000,5.0,5.0,935,51.5996,-84.2564,5.86,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,39.72,Fully Served,LEO
18000,5.0,5.0,936,47.8366,-82.0938,4.3,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,37.56,Fully Served,LEO
18000,5.0,5.0,937,47.3785,-80.2271,0.55,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,39.94,Fully Served,LEO
18000,5.0,5.0,938,55.3809,-90.3927,0.13,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,40.0,Fully Served,LEO
18000,5.0,5.0,939,46.1278,-79.9392,5.77,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,35.21,Fully Served,LEO
18000,5.0,5.0,940,49.3682,-84.9535,1.17,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.79,Fully Served,LEO
18000,5.0,5.0,942,46.5405,-80.5791,0.2,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,39.94,Fully Served,LEO
18000,5.0,5.0,943,51.8917,-91.4303,0.62,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.85,Fully Served,LEO
18000,5.0,5.0,944,50.9126,-82.1683,0.76,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,39.91,Fully Served,LEO
18000,5.0,5.0,945,51.2095,-85.1426,5.3,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,33.27,Fully Served,LEO
18000,5.0,5.0,946,52.1806,-88.1644,0.23,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,40.0,Fully Served,LEO
18000,5.0,5.0,947,49.8804,-82.4351,5.81,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,36.01,Fully Served,LEO
18000,5.0,5.0,948,50.0409,-80.4521,4.18,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-070-002,39.55,Fully Served,LEO
18000,5.0,5.0,949,52.3168,-94.3687,0.64,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-002,39.85,Fully Served,LEO
18000,5.0,5.0,950,54.7663,-82.3312,4.13,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-003-002,40.0,Fully Served,LEO
18000,5.0,5.0,951,45.8572,-82.9438,0.37,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-065-003,40.0,Fully Served,LEO
18000,5.0,5.0,952,45.535,-78.1217,3.27,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,38.94,Fully Served,LEO
18000,5.0,5.0,953,56.165,-89.3584,1.1,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.09,Fully Served,LEO
18000,5.0,5.0,954,45.4712,-75.5602,5.48,BS_87,0.0,5G SINR too low (-9.8 dB),Sat_LIVE-SIMULAT-067-003,33.81,Fully Served,LEO
18000,5.0,5.0,955,53.7191,-93.2139,0.37,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-000-002,39.97,Fully Served,LEO
18000,5.0,5.0,956,47.5138,-82.4788,0.2,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,39.88,Fully Served,LEO
18000,5.0,5.0,957,50.4529,-92.7881,0.65,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,40.0,Fully Served,LEO
18000,5.0,5.0,958,53.523,-84.4709,0.12,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.98,Fully Served,LEO
18000,5.0,5.0,960,52.4439,-90.6006,4.91,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.22,Fully Served,LEO
18000,5.0,5.0,961,51.3456,-92.2202,0.51,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,40.0,Fully Served,LEO
18000,5.0,5.0,962,49.288,-89.9971,4.85,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,40.0,Fully Served,LEO
18000,5.0,5.0,963,51.725,-81.5909,2.85,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-070-002,38.82,Fully Served,LEO
18000,5.0,5.0,964,53.2192,-85.8984,4.77,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,38.46,Fully Served,LEO
18000,5.0,5.0,965,55.8667,-87.9583,3.08,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,38.54,Fully Served,LEO
18000,5.0,5.0,966,49.3567,-92.2924,0.11,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-005-001,40.0,Fully Served,LEO
18000,5.0,5.0,967,51.9027,-93.7247,0.22,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-002,39.94,Fully Served,LEO
18000,5.0,5.0,968,48.1946,-81.9124,2.74,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,38.64,Fully Served,LEO
18000,5.0,5.0,969,50.4451,-89.6283,0.86,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,39.58,Fully Served,LEO
18000,5.0,5.0,970,48.6592,-89.1801,0.38,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-006-001,40.0,Fully Served,LEO
18000,5.0,5.0,971,45.4281,-74.7655,4.47,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-003,40.0,Fully Served,LEO
18000,5.0,5.0,973,55.3739,-90.2356,0.51,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.94,Fully Served,LEO
18000,5.0,5.0,974,50.391,-91.1982,4.88,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-068-002,39.62,Fully Served,LEO
18000,5.0,5.0,976,50.2379,-80.0362,0.79,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-070-002,40.0,Fully Served,LEO
18000,5.0,5.0,977,48.7136,-92.0989,1.06,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-005-001,40.0,Fully Served,LEO
18000,5.0,5.0,978,53.3311,-84.8671,2.51,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-002-002,39.23,Fully Served,LEO
18000,5.0,5.0,979,50.7774,-81.9264,5.08,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-069-002,39.54,Fully Served,LEO
18000,5.0,5.0,980,45.6189,-79.8492,0.61,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,39.6,Fully Served,LEO
18000,5.0,5.0,981,45.0871,-75.482,0.14,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,40.0,Fully Served,LEO
18000,5.0,5.0,982,53.6186,-91.1796,0.52,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-001-002,39.92,Fully Served,LEO
18000,5.0,5.0,984,46.7048,-80.1262,4.25,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,37.55,Fully Served,LEO
18000,5.0,5.0,985,53.6457,-92.5224,1.18,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-000-002,39.38,Fully Served,LEO
18000,5.0,5.0,986,49.2676,-83.2864,5.11,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,38.05,Fully Served,LEO
18000,5.0,5.0,987,47.2593,-84.0371,0.59,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,40.0,Fully Served,LEO
18000,5.0,5.0,988,48.4224,-85.6823,3.93,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-007-001,40.0,Fully Served,LEO
